Date,City,GreenCoverage_NDVI,HousingDensity_p_km2,FloodProb_longterm,DroughtIndex_anom,PM25_ug_m3,SurfaceTemp_LST_C
2025-04-23,London,0.59,5600,2,-0.384,18.9,7.8
2025-04-24,London,0.599,5600,2,-0.343,18.7,7.2
2025-04-25,London,0.604,5600,2,-0.156,16,7
2025-04-26,London,0.607,5600,2,-0.065,16.3,6.6
2025-04-27,London,0.595,5600,2,0.04,16.6,6.8
2025-04-28,London,0.578,5600,2,0.033,18.4,6.7
2025-04-29,London,0.568,5600,2,-0.228,19.2,6
2025-04-30,London,0.567,5600,2,-0.271,17.1,7.1
2025-05-01,London,0.57,5600,2,-0.117,19.9,7
2025-05-02,London,0.544,5600,2,-0.153,20.5,6.5
2025-05-03,London,0.543,5600,2,-0.098,20.9,6.8
2025-05-04,London,0.543,5600,2,-0.175,20.9,7.1
2025-05-05,London,0.539,5600,2,-0.345,19.9,6.4
2025-05-06,London,0.55,5600,2,-0.353,20.5,7
2025-05-07,London,0.55,5600,2,-0.293,21.5,6.7
2025-05-08,London,0.559,5600,2,-0.386,18,8.2
2025-05-09,London,0.55,5600,2,-0.401,17.3,8.7
2025-05-10,London,0.554,5600,2,-0.519,17.4,8.7
2025-05-11,London,0.564,5600,2,-0.308,18.4,8.4
2025-05-12,London,0.568,5600,2,-0.34,21.2,8.6
2025-05-13,London,0.547,5600,2,-0.105,19.6,9.3
2025-05-14,London,0.538,5600,2,0.109,18.8,9.4
2025-05-15,London,0.528,5600,2,0.049,18,9.5
2025-05-16,London,0.527,5600,2,-0.139,16.9,9.7
2025-05-17,London,0.528,5600,2,-0.459,16.7,9.6
2025-05-18,London,0.513,5600,2,-0.638,18.9,9.6
2025-05-19,London,0.509,5600,2,-0.774,17,8.6
2025-05-20,London,0.484,5600,2,-0.476,18.4,9.6
2025-05-21,London,0.496,5600,2,-0.411,15.3,10.1
2025-05-22,London,0.487,5600,2,-0.313,15,9.9
2025-05-23,London,0.484,5600,2,-0.62,15.2,11.4
2025-05-24,London,0.478,5600,2,-0.726,19.3,11.6
2025-05-25,London,0.486,5600,2,-0.503,18.9,11.1
2025-05-26,London,0.453,5600,2,-0.402,14.7,11.8
2025-05-27,London,0.452,5600,2,-0.379,11.5,12.2
2025-05-28,London,0.45,5600,2,-0.252,12.9,12.6
2025-05-29,London,0.444,5600,2,0.017,15.2,12.4
2025-05-30,London,0.461,5600,2,-0.03,16.7,12.8
2025-05-31,London,0.448,5600,2,-0.026,17.5,12.7
2025-06-01,London,0.453,5600,2,-0.003,20.2,13.2
2025-06-02,London,0.453,5600,2,0.348,19.1,12.2
2025-06-03,London,0.461,5600,2,-0.026,21,12.2
2025-06-04,London,0.448,5600,2,0.075,17.5,13.5
2025-06-05,London,0.436,5600,2,0.042,16,13.2
2025-06-06,London,0.443,5600,2,0.118,12.9,13
2025-06-07,London,0.442,5600,2,0,13.3,13
2025-06-08,London,0.421,5600,2,-0.008,14.2,12.6
2025-06-09,London,0.412,5600,2,0.101,15.1,11.6
2025-06-10,London,0.414,5600,2,0.555,15.9,12
2025-06-11,London,0.419,5600,2,0.596,14.5,12.6
2025-06-12,London,0.408,5600,2,0.384,14.8,13.1
2025-06-13,London,0.375,5600,2,0.269,12.4,13.4
2025-06-14,London,0.382,5600,2,0.168,16.1,13.8
2025-06-15,London,0.369,5600,2,-0.118,15.9,14.8
2025-06-16,London,0.35,5600,2,-0.14,15.3,14.9
2025-06-17,London,0.325,5600,2,0.002,19,14.8
2025-06-18,London,0.339,5600,2,-0.177,16.4,14.9
2025-06-19,London,0.344,5600,2,0.021,14.4,15.6
2025-06-20,London,0.344,5600,2,0.106,12.8,16.7
2025-06-21,London,0.36,5600,2,-0.004,13.5,16.4
2025-06-22,London,0.366,5600,2,-0.007,15,16.6
2025-06-23,London,0.379,5600,2,0.253,16.9,17
2025-06-24,London,0.361,5600,2,0.345,22.2,16.5
2025-06-25,London,0.358,5600,2,0.316,17,16.7
2025-06-26,London,0.339,5600,2,0.255,18.3,16.1
2025-06-27,London,0.336,5600,2,0.252,17.1,15.3
2025-06-28,London,0.334,5600,2,0.163,15.9,16
2025-06-29,London,0.339,5600,2,-0.151,14.9,16.2
2025-06-30,London,0.338,5600,2,0.205,13.4,16.7
2025-07-01,London,0.342,5600,2,0.226,17.3,17.1
2025-07-02,London,0.346,5600,2,0.282,18.9,16.8
2025-07-03,London,0.363,5600,2,0.262,18.6,17.1
2025-07-04,London,0.353,5600,2,0.145,21,16.8
2025-07-05,London,0.337,5600,2,0.129,17.3,18
2025-07-06,London,0.336,5600,2,-0.096,14.5,17.5
2025-07-07,London,0.323,5600,2,0.296,10.4,17.7
2025-07-08,London,0.335,5600,2,0.103,9.9,17.5
2025-07-09,London,0.327,5600,2,-0.029,11.1,18.2
2025-07-10,London,0.317,5600,2,-0.052,12,18.4
2025-07-11,London,0.309,5600,2,0.189,12.9,18.4
2025-07-12,London,0.314,5600,2,0.204,10.4,19.3
2025-07-13,London,0.308,5600,2,0.031,12.8,19.5
2025-07-14,London,0.299,5600,2,0.258,13.7,20.1
2025-07-15,London,0.313,5600,2,0.373,15.3,19.7
2025-07-16,London,0.3,5600,2,0.443,11.5,19.1
2025-07-17,London,0.297,5600,2,0.531,12.6,19.5
2025-07-18,London,0.301,5600,2,0.858,10.6,19.6
2025-07-19,London,0.281,5600,2,1.106,10.4,20.3
2025-07-20,London,0.284,5600,2,0.886,12.1,20.5
2025-07-21,London,0.271,5600,2,1.047,12.6,20.9
2025-07-22,London,0.279,5600,2,0.999,11.1,20.1
2025-07-23,London,0.268,5600,2,0.977,11.6,21.6
2025-07-24,London,0.274,5600,2,0.63,8.9,21.6
2025-07-25,London,0.283,5600,2,0.564,11.9,22.2
2025-07-26,London,0.288,5600,2,0.413,11.8,21.8
2025-07-27,London,0.286,5600,2,0.531,14.3,22.1
2025-07-28,London,0.279,5600,2,0.669,13.1,21.5
2025-07-29,London,0.27,5600,2,0.315,12.1,22
2025-07-30,London,0.282,5600,2,0.323,10.7,21.9
2025-07-31,London,0.27,5600,2,0.502,12.8,22.2
2025-08-01,London,0.257,5600,2,0.459,11.4,22.8
2025-08-02,London,0.262,5600,2,0.56,12.9,22.1
2025-08-03,London,0.252,5600,2,0.591,12.1,22
2025-08-04,London,0.241,5600,2,0.616,8.2,22.5
2025-08-05,London,0.227,5600,2,0.546,7.6,24
2025-08-06,London,0.224,5600,2,0.345,6,23.9
2025-08-07,London,0.226,5600,2,0.19,6.9,24.3
2025-08-08,London,0.23,5600,2,0.333,5.3,24.2
2025-08-09,London,0.241,5600,2,0.352,8.1,25.3
2025-08-10,London,0.246,5600,2,0.345,8.5,24.1
2025-08-11,London,0.242,5600,2,0.296,8.6,24.2
2025-08-12,London,0.239,5600,2,0.274,10.3,23.3
2025-08-13,London,0.244,5600,2,0.458,12.3,22
2025-08-14,London,0.255,5600,2,0.408,12.1,22.6
2025-08-15,London,0.253,5600,2,0.215,10.4,23
2025-08-16,London,0.245,5600,2,0.364,6.9,23.1
2025-08-17,London,0.233,5600,2,0.349,6.1,23.3
2025-08-18,London,0.218,5600,2,0.372,5.5,25.4
2025-08-19,London,0.227,5600,2,0.628,6.5,25.2
2025-08-20,London,0.233,5600,2,0.603,6.3,25.4
2025-08-21,London,0.238,5600,2,0.628,8.3,25
2025-08-22,London,0.236,5600,2,0.429,7.3,25.2
2025-08-23,London,0.249,5600,2,0.404,7.6,25
2025-08-24,London,0.241,5600,2,0.508,10.3,24.8
2025-08-25,London,0.249,5600,2,0.272,10.9,26
2025-08-26,London,0.245,5600,2,0.335,10.5,26.6
2025-08-27,London,0.237,5600,2,0.374,9.2,26.5
2025-08-28,London,0.241,5600,2,0.398,7.9,24.9
2025-08-29,London,0.244,5600,2,0.568,6.4,24.8
2025-08-30,London,0.245,5600,2,0.608,5.7,26.5
2025-08-31,London,0.244,5600,2,0.813,7.7,26.2
2025-09-01,London,0.241,5600,2,0.617,7.4,26.8
2025-09-02,London,0.263,5600,2,0.62,4.9,27.4
2025-09-03,London,0.27,5600,2,0.615,9,27.3
2025-09-04,London,0.272,5600,2,0.437,9.5,26.5
2025-09-05,London,0.267,5600,2,0.591,6.5,24.9
2025-09-06,London,0.272,5600,2,0.926,5.9,25.4
2025-09-07,London,0.271,5600,2,0.86,6.5,25
2025-09-08,London,0.266,5600,2,0.882,10.1,25.1
2025-09-09,London,0.258,5600,2,0.838,7.5,24.5
2025-09-10,London,0.254,5600,2,0.681,9.5,24.5
2025-09-11,London,0.22,5600,2,0.381,12,24.6
2025-09-12,London,0.225,5600,2,0.293,10.1,24.9
2025-09-13,London,0.222,5600,2,0.115,9.2,24.4
2025-09-14,London,0.241,5600,2,0.429,6.8,25.2
2025-09-15,London,0.241,5600,2,0.422,6.5,24.9
2025-09-16,London,0.229,5600,2,0.381,6.5,24
2025-09-17,London,0.231,5600,2,0.532,7.9,24.1
2025-09-18,London,0.223,5600,2,0.358,10,24.4
2025-09-19,London,0.231,5600,2,0.263,8,24.6
2025-09-20,London,0.237,5600,2,0.308,3.9,25.5
2025-09-21,London,0.248,5600,2,0.489,4.3,25.3
2025-09-22,London,0.241,5600,2,0.564,5.2,25.3
2025-09-23,London,0.243,5600,2,0.59,5.9,24.6
2025-09-24,London,0.231,5600,2,0.585,5.3,25.2
2025-09-25,London,0.242,5600,2,0.63,5.7,25.3
2025-09-26,London,0.25,5600,2,0.637,8.9,25
2025-09-27,London,0.257,5600,2,0.458,9.2,23.8
2025-09-28,London,0.258,5600,2,0.467,8,24.9
2025-09-29,London,0.263,5600,2,0.307,6.7,24.1
2025-09-30,London,0.28,5600,2,0.343,6.3,23.9
2024-10-01,Southern Africa,0.345,3000,2,0.379,11.6,29.1
2024-10-02,Southern Africa,0.335,3000,2,0.317,8.9,29.9
2024-10-03,Southern Africa,0.324,3000,2,0.343,13.5,29.5
2024-10-04,Southern Africa,0.308,3000,2,0.336,12.2,29.1
2024-10-05,Southern Africa,0.323,3000,2,0.24,12.3,28.3
2024-10-06,Southern Africa,0.324,3000,2,0.404,14.4,28.1
2024-10-07,Southern Africa,0.359,3000,2,0.415,12.6,28.7
2024-10-08,Southern Africa,0.351,3000,2,0.333,10.3,29.5
2024-10-09,Southern Africa,0.345,3000,2,0.138,10.8,29.9
2024-10-10,Southern Africa,0.343,3000,2,0.034,7.2,28.6
2024-10-11,Southern Africa,0.35,3000,2,-0.167,7.1,29.2
2024-10-12,Southern Africa,0.35,3000,2,-0.091,8.1,27.9
2024-10-13,Southern Africa,0.36,3000,2,-0.208,7.9,28.5
2024-10-14,Southern Africa,0.354,3000,2,-0.168,5.1,28.2
2024-10-15,Southern Africa,0.344,3000,2,0.11,9.1,28.6
2024-10-16,Southern Africa,0.333,3000,2,0.321,9.5,27.7
2024-10-17,Southern Africa,0.319,3000,2,0.314,12.4,28.4
2024-10-18,Southern Africa,0.325,3000,2,0.299,11.6,27.4
2024-10-19,Southern Africa,0.332,3000,2,0.582,9.6,27
2024-10-20,Southern Africa,0.335,3000,2,0.617,10.2,26.5
2024-10-21,Southern Africa,0.357,3000,2,0.519,9.7,25.6
2024-10-22,Southern Africa,0.376,3000,2,0.27,7.4,25.9
2024-10-23,Southern Africa,0.377,3000,2,0.33,10.8,27.2
2024-10-24,Southern Africa,0.364,3000,2,0.447,9.4,28.8
2024-10-25,Southern Africa,0.365,3000,2,0.325,5.8,28.6
2024-10-26,Southern Africa,0.366,3000,2,0.36,9.1,29
2024-10-27,Southern Africa,0.367,3000,2,0.291,8.2,28.8
2024-10-28,Southern Africa,0.368,3000,2,0.258,7.2,28.8
2024-10-29,Southern Africa,0.369,3000,2,-0.117,4.1,28.3
2024-10-30,Southern Africa,0.373,3000,2,-0.096,8.5,28.2
2024-10-31,Southern Africa,0.375,3000,2,0.1,6.1,28.2
2024-11-01,Southern Africa,0.385,3000,2,0.025,6.8,27.6
2024-11-02,Southern Africa,0.396,3000,2,0.063,9.1,27.4
2024-11-03,Southern Africa,0.393,3000,2,-0.027,10.1,27.1
2024-11-04,Southern Africa,0.412,3000,2,0.064,10,27.5
2024-11-05,Southern Africa,0.407,3000,2,0.053,6.6,26.6
2024-11-06,Southern Africa,0.396,3000,2,-0.065,5.5,26.5
2024-11-07,Southern Africa,0.407,3000,2,0.174,6.5,27.5
2024-11-08,Southern Africa,0.406,3000,2,0.316,5.5,27.9
2024-11-09,Southern Africa,0.416,3000,2,0.206,6.6,28.3
2024-11-10,Southern Africa,0.398,3000,2,0.277,8.5,27.9
2024-11-11,Southern Africa,0.421,3000,2,0.342,10.7,27.7
2024-11-12,Southern Africa,0.434,3000,2,0.412,8.1,27.9
2024-11-13,Southern Africa,0.423,3000,2,0.12,12.9,28.4
2024-11-14,Southern Africa,0.415,3000,2,0.276,14,26.7
2024-11-15,Southern Africa,0.44,3000,2,0.171,13.5,25.6
2024-11-16,Southern Africa,0.438,3000,2,0.113,15.2,26.3
2024-11-17,Southern Africa,0.436,3000,2,0.512,19.2,25.8
2024-11-18,Southern Africa,0.42,3000,2,0.5,15,25.2
2024-11-19,Southern Africa,0.426,3000,2,0.385,13.9,24.3
2024-11-20,Southern Africa,0.432,3000,2,0.014,8.7,24
2024-11-21,Southern Africa,0.448,3000,2,0.237,9.4,23.1
2024-11-22,Southern Africa,0.441,3000,2,0.015,10.3,24.5
2024-11-23,Southern Africa,0.434,3000,2,-0.124,10.3,24.4
2024-11-24,Southern Africa,0.448,3000,2,-0.142,9.1,24.2
2024-11-25,Southern Africa,0.466,3000,2,0.104,5.3,24.5
2024-11-26,Southern Africa,0.456,3000,2,0.216,6.9,24.9
2024-11-27,Southern Africa,0.475,3000,2,0.17,10.4,25.2
2024-11-28,Southern Africa,0.481,3000,2,0.2,9.4,25.6
2024-11-29,Southern Africa,0.497,3000,2,0.088,10.6,24.8
2024-11-30,Southern Africa,0.499,3000,2,0.103,7.6,24.3
2024-12-01,Southern Africa,0.477,3000,2,0.104,9.1,24.6
2024-12-02,Southern Africa,0.483,3000,2,0.239,8.7,24
2024-12-03,Southern Africa,0.5,3000,2,0.352,7.6,23.7
2024-12-04,Southern Africa,0.495,3000,2,0.377,6.7,23.8
2024-12-05,Southern Africa,0.497,3000,2,0.268,6.7,24
2024-12-06,Southern Africa,0.501,3000,2,0.34,8.3,22.7
2024-12-07,Southern Africa,0.478,3000,2,0.275,6.2,23
2024-12-08,Southern Africa,0.504,3000,2,0.07,6.3,22.7
2024-12-09,Southern Africa,0.501,3000,2,-0.003,7.1,23
2024-12-10,Southern Africa,0.513,3000,2,0.007,5.7,23.2
2024-12-11,Southern Africa,0.518,3000,2,0.138,10.4,23.9
2024-12-12,Southern Africa,0.536,3000,2,0.084,9,24.3
2024-12-13,Southern Africa,0.543,3000,2,-0.116,8.2,24.7
2024-12-14,Southern Africa,0.544,3000,2,-0.097,7,25
2024-12-15,Southern Africa,0.538,3000,2,-0.074,11.5,24.6
2024-12-16,Southern Africa,0.55,3000,2,-0.045,12.8,24
2024-12-17,Southern Africa,0.534,3000,2,0.089,11,24.1
2024-12-18,Southern Africa,0.546,3000,2,0.217,13.6,24
2024-12-19,Southern Africa,0.539,3000,2,0.083,14,23.3
2024-12-20,Southern Africa,0.558,3000,2,-0.035,14.5,23.1
2024-12-21,Southern Africa,0.563,3000,2,-0.201,13.7,22.6
2024-12-22,Southern Africa,0.572,3000,2,-0.081,12.2,21.7
2024-12-23,Southern Africa,0.575,3000,2,0.132,13.2,22.2
2024-12-24,Southern Africa,0.559,3000,2,0.047,12.3,21.9
2024-12-25,Southern Africa,0.556,3000,2,-0.015,16.2,22.8
2024-12-26,Southern Africa,0.568,3000,2,0.188,13.4,21.3
2024-12-27,Southern Africa,0.574,3000,2,0.215,16.7,20.7
2024-12-28,Southern Africa,0.59,3000,2,0.227,16.2,20.5
2024-12-29,Southern Africa,0.595,3000,2,-0.008,16.6,21
2024-12-30,Southern Africa,0.587,3000,2,0.071,18,21
2024-12-31,Southern Africa,0.582,3000,2,-0.103,16.4,20.8
2025-01-01,Southern Africa,0.584,3000,2,-0.276,17.8,20
2025-01-02,Southern Africa,0.565,3000,2,-0.312,12,19.1
2025-01-03,Southern Africa,0.589,3000,2,-0.38,11.1,19.3
2025-01-04,Southern Africa,0.597,3000,2,-0.383,10,18.3
2025-01-05,Southern Africa,0.612,3000,2,-0.57,8.4,18
2025-01-06,Southern Africa,0.597,3000,2,-0.37,9.1,18.4
2025-01-07,Southern Africa,0.613,3000,2,-0.175,10.9,17.8
2025-01-08,Southern Africa,0.637,3000,2,-0.472,13.2,18.8
2025-01-09,Southern Africa,0.622,3000,2,-0.286,14.1,19.4
2025-01-10,Southern Africa,0.631,3000,2,-0.397,13.2,18.3
2025-01-11,Southern Africa,0.631,3000,2,-0.242,14.5,17.6
2025-01-12,Southern Africa,0.616,3000,2,-0.251,15.1,16.3
2025-01-13,Southern Africa,0.623,3000,2,-0.244,17.3,16
2025-01-14,Southern Africa,0.634,3000,2,-0.271,18.9,16.7
2025-01-15,Southern Africa,0.628,3000,2,-0.085,18.7,16.5
2025-01-16,Southern Africa,0.642,3000,2,-0.296,16.8,16.9
2025-01-17,Southern Africa,0.625,3000,2,-0.199,15.6,16.1
2025-01-18,Southern Africa,0.613,3000,2,-0.043,14.9,16.7
2025-01-19,Southern Africa,0.62,3000,2,0.031,14.8,16.4
2025-01-20,Southern Africa,0.624,3000,2,0.334,15.8,16.5
2025-01-21,Southern Africa,0.621,3000,2,0.163,17.7,16.5
2025-01-22,Southern Africa,0.633,3000,2,0.24,17.7,15.8
2025-01-23,Southern Africa,0.642,3000,2,0.145,17.9,15.2
2025-01-24,Southern Africa,0.652,3000,2,0.264,18.4,16
2025-01-25,Southern Africa,0.652,3000,2,0.179,17.5,16.3
2025-01-26,Southern Africa,0.659,3000,2,0.049,15.9,16.9
2025-01-27,Southern Africa,0.654,3000,2,0.192,13,17
2025-01-28,Southern Africa,0.676,3000,2,0.043,12.6,17
2025-01-29,Southern Africa,0.666,3000,2,-0.223,14.6,15.8
2025-01-30,Southern Africa,0.686,3000,2,-0.315,14.1,15.7
2025-01-31,Southern Africa,0.684,3000,2,-0.223,14.5,15.7
2025-02-01,Southern Africa,0.667,3000,2,-0.03,16.3,16.9
2025-02-02,Southern Africa,0.681,3000,2,-0.058,18,17.1
2025-02-03,Southern Africa,0.68,3000,2,0.098,16.3,17.9
2025-02-04,Southern Africa,0.687,3000,2,-0.171,19,17.9
2025-02-05,Southern Africa,0.697,3000,2,-0.263,21.6,17.1
2025-02-06,Southern Africa,0.697,3000,2,-0.319,19.3,16.9
2025-02-07,Southern Africa,0.687,3000,2,-0.341,18,16.9
2025-02-08,Southern Africa,0.695,3000,2,-0.33,20.9,16.1
2025-02-09,Southern Africa,0.692,3000,2,-0.23,20.7,15.7
2025-02-10,Southern Africa,0.696,3000,2,-0.316,16.5,15.5
2025-02-11,Southern Africa,0.672,3000,2,-0.302,14.5,16.5
2025-02-12,Southern Africa,0.677,3000,2,-0.319,15.2,15
2025-02-13,Southern Africa,0.671,3000,2,-0.465,14,15.7
2025-02-14,Southern Africa,0.688,3000,2,-0.468,14.5,15.1
2025-02-15,Southern Africa,0.693,3000,2,-0.475,15.8,14.2
2025-02-16,Southern Africa,0.693,3000,2,-0.485,19.8,15.1
2025-02-17,Southern Africa,0.696,3000,2,-0.464,19.7,15.5
2025-02-18,Southern Africa,0.684,3000,2,-0.44,22.4,16.1
2025-02-19,Southern Africa,0.699,3000,2,-0.497,25.4,16.4
2025-02-20,Southern Africa,0.716,3000,2,-0.289,28,17.4
2025-02-21,Southern Africa,0.715,3000,2,-0.479,28,17.3
2025-02-22,Southern Africa,0.726,3000,2,-0.574,23.4,16.9
2025-02-23,Southern Africa,0.713,3000,2,-0.129,24.5,16.7
2025-02-24,Southern Africa,0.701,3000,2,-0.324,26.5,17.2
2025-02-25,Southern Africa,0.698,3000,2,-0.538,26.1,16.3
2025-02-26,Southern Africa,0.7,3000,2,-0.406,29.3,15.7
2025-02-27,Southern Africa,0.693,3000,2,-0.716,30.4,15.3
2025-02-28,Southern Africa,0.697,3000,2,-0.704,30.7,13.9
2025-03-01,Southern Africa,0.697,3000,2,-0.336,32,14.1
2025-03-02,Southern Africa,0.685,3000,2,-0.577,31.7,13
2025-03-03,Southern Africa,0.689,3000,2,-0.848,25.7,13.3
2025-03-04,Southern Africa,0.696,3000,2,-1.006,24.7,14
2025-03-05,Southern Africa,0.695,3000,2,-0.78,27.2,13.8
2025-03-06,Southern Africa,0.704,3000,2,-0.555,25.4,14.9
2025-03-07,Southern Africa,0.688,3000,2,-0.609,25,13.9
2025-03-08,Southern Africa,0.691,3000,2,-0.475,23.1,14.7
2025-03-09,Southern Africa,0.678,3000,2,-0.256,27.1,15.1
2025-03-10,Southern Africa,0.666,3000,2,-0.01,30.4,14
2025-03-11,Southern Africa,0.661,3000,2,-0.105,28,15.7
2025-03-12,Southern Africa,0.654,3000,2,-0.495,28.1,15.5
2025-03-13,Southern Africa,0.651,3000,2,-0.604,26.5,14.8
2025-03-14,Southern Africa,0.652,3000,2,-0.638,27.8,13.9
2025-03-15,Southern Africa,0.664,3000,2,-0.641,28.7,13.9
2025-03-16,Southern Africa,0.662,3000,2,-0.633,30.1,13.9
2025-03-17,Southern Africa,0.647,3000,2,-0.43,30.3,14
2025-03-18,Southern Africa,0.662,3000,2,-0.234,35.8,13.9
2025-03-19,Southern Africa,0.654,3000,2,-0.284,32.5,14.4
2025-03-20,Southern Africa,0.656,3000,2,-0.136,28.3,14.2
2025-03-21,Southern Africa,0.661,3000,2,-0.121,27.4,13.1
2025-03-22,Southern Africa,0.664,3000,2,-0.152,24.3,13.2
2025-03-23,Southern Africa,0.675,3000,2,-0.052,21.9,12
2025-03-24,Southern Africa,0.677,3000,2,-0.092,20.8,12.7
2025-03-25,Southern Africa,0.666,3000,2,0.173,20.1,12.4
2025-03-26,Southern Africa,0.687,3000,2,-0.127,19.4,12.8
2025-03-27,Southern Africa,0.684,3000,2,-0.242,21.8,13.9
2025-03-28,Southern Africa,0.678,3000,2,-0.282,21.7,13.5
2025-03-29,Southern Africa,0.684,3000,2,-0.231,22.4,14.3
2025-03-30,Southern Africa,0.682,3000,2,-0.062,25.1,14.2
2025-03-31,Southern Africa,0.681,3000,2,-0.113,24.1,15.3
2025-04-01,Southern Africa,0.701,3000,2,-0.365,24.3,15.1
2025-04-02,Southern Africa,0.69,3000,2,-0.239,25.7,14.6
2025-04-03,Southern Africa,0.68,3000,2,-0.145,22.3,15.1
2025-04-04,Southern Africa,0.676,3000,2,-0.469,18.5,14.8
2025-04-05,Southern Africa,0.681,3000,2,-0.453,20.8,14.4
2025-04-06,Southern Africa,0.66,3000,2,-0.677,23.1,14.2
2025-04-07,Southern Africa,0.637,3000,2,-0.728,28.1,14.4
2025-04-08,Southern Africa,0.631,3000,2,-0.807,28.6,15.3
2025-04-09,Southern Africa,0.615,3000,2,-0.617,30.4,14.2
2025-04-10,Southern Africa,0.613,3000,2,-0.558,29.8,14.4
2025-04-11,Southern Africa,0.62,3000,2,-0.718,30.4,15
2025-04-12,Southern Africa,0.612,3000,2,-0.529,33.6,15.2
2025-04-13,Southern Africa,0.6,3000,1,-0.714,28.7,16.1
2025-04-14,Southern Africa,0.604,3000,1,-0.607,29.7,16
2025-04-15,Southern Africa,0.615,3000,1,-0.686,34,15.9
2025-04-16,Southern Africa,0.598,3000,1,-0.686,33.9,16.3
2025-04-17,Southern Africa,0.609,3000,1,-0.555,36.6,16.3
2025-04-18,Southern Africa,0.617,3000,1,-0.44,34.3,16
2025-04-19,Southern Africa,0.626,3000,1,-0.22,33.6,16.4
2025-04-20,Southern Africa,0.635,3000,1,-0.244,33.1,16
2025-04-21,Southern Africa,0.653,3000,1,-0.206,28.2,15.7
2025-04-22,Southern Africa,0.642,3000,1,-0.285,26.1,15.5
2025-04-23,Southern Africa,0.636,3000,1,-0.258,24.5,16.5
2025-04-24,Southern Africa,0.626,3000,1,-0.196,27,14.6
2025-04-25,Southern Africa,0.622,3000,1,-0.223,29.2,15.1
2025-04-26,Southern Africa,0.632,3000,1,-0.501,29.9,15.4
2025-04-27,Southern Africa,0.612,3000,1,-0.416,31.6,14.6
2025-04-28,Southern Africa,0.6,3000,1,-0.339,31,15.2
2025-04-29,Southern Africa,0.611,3000,1,-0.429,33.3,15.8
2025-04-30,Southern Africa,0.617,3000,1,-0.595,32.8,16.4
2025-05-01,Southern Africa,0.607,3000,1,-0.321,32.5,14.9
2025-05-02,Southern Africa,0.611,3000,1,-0.235,31.6,16.1
2025-05-03,Southern Africa,0.609,3000,1,-0.27,32.8,15.9
2025-05-04,Southern Africa,0.618,3000,1,-0.434,31.5,16.6
2025-05-05,Southern Africa,0.611,3000,1,-0.526,33.2,17.2
2025-05-06,Southern Africa,0.614,3000,1,-0.285,30.5,16.8
2025-05-07,Southern Africa,0.632,3000,1,-0.253,28.2,17.4
2025-05-08,Southern Africa,0.627,3000,1,-0.329,29.9,17.2
2025-05-09,Southern Africa,0.617,3000,1,-0.233,29.7,16.2
2025-05-10,Southern Africa,0.614,3000,1,-0.35,28.8,17.2
2025-05-11,Southern Africa,0.601,3000,1,-0.1,30.8,16.9
2025-05-12,Southern Africa,0.616,3000,1,0.09,29.4,16.6
2025-05-13,Southern Africa,0.607,3000,1,-0.02,29.1,16.7
2025-05-14,Southern Africa,0.594,3000,1,-0.137,32,17.2
2025-05-15,Southern Africa,0.577,3000,1,-0.533,34.7,17.4
2025-05-16,Southern Africa,0.582,3000,1,-0.699,37.1,18
2025-05-17,Southern Africa,0.583,3000,1,-0.818,35.4,17.4
2025-05-18,Southern Africa,0.569,3000,1,-0.697,37,17.2
2025-05-19,Southern Africa,0.568,3000,1,-0.662,34,17.5
2025-05-20,Southern Africa,0.546,3000,1,-0.784,31.5,18.9
2025-05-21,Southern Africa,0.544,3000,1,-0.727,26.5,19
2025-05-22,Southern Africa,0.544,3000,1,-0.56,30.3,19.7
2025-05-23,Southern Africa,0.556,3000,1,-0.414,28.4,19.8
2025-05-24,Southern Africa,0.542,3000,1,-0.652,28.3,19.5
2025-05-25,Southern Africa,0.523,3000,1,-0.589,26.6,19.5
2025-05-26,Southern Africa,0.511,3000,1,-0.722,28.4,19.5
2025-05-27,Southern Africa,0.496,3000,1,-0.491,27.7,20
2025-05-28,Southern Africa,0.51,3000,1,-0.311,25.3,20.9
2025-05-29,Southern Africa,0.523,3000,1,-0.41,26.7,21.1
2025-05-30,Southern Africa,0.521,3000,1,-0.473,24.2,21.7
2025-05-31,Southern Africa,0.528,3000,1,-0.48,23.2,21
2025-06-01,Southern Africa,0.523,3000,1,-0.753,19.8,20.8
2025-06-02,Southern Africa,0.516,3000,1,-0.597,18.2,20.4
2025-06-03,Southern Africa,0.507,3000,1,-0.554,20.1,20.7
2025-06-04,Southern Africa,0.499,3000,1,-0.33,17.4,20.6
2025-06-05,Southern Africa,0.479,3000,1,-0.448,16.1,21.2
2025-06-06,Southern Africa,0.48,3000,1,-0.476,17.9,20.7
2025-06-07,Southern Africa,0.478,3000,1,-0.632,18.3,20.9
2025-06-08,Southern Africa,0.483,3000,1,-0.689,23.8,21.5
2025-06-09,Southern Africa,0.48,3000,1,-0.762,28,20.3
2025-06-10,Southern Africa,0.475,3000,1,-0.496,26.3,21.9
2025-06-11,Southern Africa,0.463,3000,1,-0.524,27.6,21.8
2025-06-12,Southern Africa,0.462,3000,1,-0.423,29.1,20.7
2025-06-13,Southern Africa,0.467,3000,1,-0.412,27.6,21.1
2025-06-14,Southern Africa,0.452,3000,1,-0.535,24.6,21.3
2025-06-15,Southern Africa,0.451,3000,1,-0.473,24.9,21.5
2025-06-16,Southern Africa,0.452,3000,1,-0.304,24.9,22.3
